region,title,url,publish_date,source,language,title_for_nrc,sentiment,sentiment_score,anger,fear,joy,trust,sadness,surprise,disgust,anticipation
Latin_America,Presídio onde Maduro está já teve brasileiro famoso preso; saiba quem,https://www.metropoles.com/mundo/presidio-onde-maduro-esta-ja-teve-brasileiro-famoso-preso-saiba-quem,1/6/26,metropoles.com,pt,The prison where Maduro is held has already had famous Brazilians imprisoned; know who,negative,0.6089,2,2,0,0,2,0,1,0
Latin_America,Ações de petrolíferas dos EUA disparam após intervenção na Venezuela,https://www.metropoles.com/negocios/acoes-de-petroliferas-dos-eua-disparam-apos-intervencao-na-venezuela,1/5/26,metropoles.com,pt,US oil company shares soar after intervention in Venezuela,neutral,0.5058,0,0,0,0,1,0,0,0
Latin_America,"Ministro faz ronda em Caracas após captura de Maduro: ""Leais, sempre""",https://www.metropoles.com/mundo/ministro-faz-ronda-em-caracas-apos-captura-de-maduro-leais-sempre,1/6/26,metropoles.com,pt,"Minister makes rounds in Caracas after Maduro's capture: ""Loyal, always""",neutral,0.5762,0,1,1,1,0,1,0,0
Latin_America,"Trump capturou Maduro, mas erra ao transigir com ditadura na Venezuela",https://www.metropoles.com/colunas/mario-sabino/trump-capturou-maduro-mas-erra-ao-transigir-com-ditadura-na-venezuela,1/5/26,metropoles.com,pt,"Trump captured Maduro, but made mistakes when compromising with dictatorship in Venezuela",negative,0.8813,1,1,0,0,1,1,1,1
Latin_America,Petro diz que voltará “a pegar em armas” se os EUA invadirem a Colômbia,https://www.metropoles.com/mundo/petro-diz-que-voltara-a-pegar-em-armas-se-os-eua-invadirem-a-colombia,1/6/26,metropoles.com,pt,Petro says he will “take up arms” again if the US invades Colombia,negative,0.5458,0,0,0,0,0,0,0,0
Latin_America,Por que o petróleo da Venezuela é tão estratégico para os EUA?,https://www.metropoles.com/mundo/por-que-o-petroleo-da-venezuela-e-tao-estrategico-para-os-eua,1/6/26,metropoles.com,pt,Why is Venezuelan oil so strategic for the US?,negative,0.4569,0,0,0,0,0,0,0,0
Latin_America,"Preterida, Nobel da Paz agradece a Trump por ""libertar a Venezuela""",https://www.metropoles.com/mundo/preterida-nobel-da-paz-agradece-a-trump-por-libertar-a-venezuela,1/5/26,metropoles.com,es,"Predeceased, Nobel Peace Prize thanks Trump for ""liberating Venezuela""",positive,0.599,0,0,1,1,0,1,0,1
Latin_America,Presidente da Câmara dos EUA descarta envio de tropas à Venezuela,https://www.metropoles.com/mundo/presidente-da-camara-dos-eua-descarta-envio-de-tropas-a-venezuela,1/6/26,metropoles.com,pt,US House Speaker rules out sending troops to Venezuela,neutral,0.6301,0,0,0,0,0,0,0,0
Latin_America,"""Inferno na Terra"": conheça ""prisão dos famosos"" onde está Maduro",https://www.metropoles.com/mundo/inferno-na-terra-conheca-prisao-dos-famosos-onde-esta-maduro,1/5/26,metropoles.com,pt,"""Hell on Earth"": discover the ""prison of the famous"" where Maduro is held",negative,0.9197,2,2,0,0,2,0,1,0
Latin_America,Prêmie da Groenlândia condena nova ameaça de Trump por anexação,https://www.metropoles.com/mundo/premie-da-groenlandia-condena-nova-ameaca-de-trump-por-anexacao,1/5/26,metropoles.com,pt,Greenland premier condemns Trump's new annexation threat,negative,0.8177,1,1,0,0,0,1,0,0
Latin_America,Quem é o padre que citou Trump e causou tensão durante missa em Goiás,https://www.metropoles.com/colunas/mirelle-pinheiro/fala-de-padre-sobre-trump-e-maduro-causa-tensao-durante-missa-em-goias,1/6/26,metropoles.com,pt,Who is the priest who quoted Trump and caused tension during mass in Goiás,negative,0.7842,1,0,0,1,0,1,0,0
Latin_America,O que a Defesa respondeu a deputados sobre o conflito EUA-Venezuela,https://www.metropoles.com/colunas/igor-gadelha/o-que-a-defesa-respondeu-a-deputados-sobre-o-conflito-eua-venezuela,1/5/26,metropoles.com,pt,What Defense responded to deputies about the US-Venezuela conflict,neutral,0.7644,2,2,0,0,1,0,0,1
Latin_America,"Brasil critica EUA após ataque à Venezuela: ""Cruza linha inaceitável""",https://www.metropoles.com/mundo/brasil-critica-eua-onu-venezuela,1/5/26,metropoles.com,pt,Brazil criticizes US after attack on Venezuela: “Crosses unacceptable line”,negative,0.9394,1,1,0,0,1,0,0,0
Latin_America,"""Este é nosso hemisfério"", diz Rubio após ação dos EUA na Venezuela",https://www.metropoles.com/mundo/este-e-nosso-hemisferio-diz-rubio-apos-acao-dos-eua-na-venezuela,1/5/26,metropoles.com,pt,"""This is our hemisphere"", says Rubio after US action in Venezuela",neutral,0.6008,0,0,0,0,0,0,0,0
Latin_America,"Colômbia: Petro pede à população que ""tome o poder"" em caso de invasão",https://www.metropoles.com/mundo/petro-pede-a-populacao-da-colombia-tome-o-poder-em-caso-de-invasao,1/5/26,metropoles.com,pt,"Colombia: Petro asks the population to ""take power"" in case of invasion",neutral,0.6027,1,1,0,0,1,0,0,0
Latin_America,"Trump sobre Maduro: ""Tenta imitar minha dança, mas é um cara violento""",https://www.metropoles.com/mundo/venezuela-dancas-de-maduro-teriam-sido-decisivas-para-prisao,1/6/26,metropoles.com,pt,"Trump on Maduro: ""He tries to imitate my dance, but he's a violent guy""",negative,0.8217,1,1,1,1,0,2,1,0
Latin_America,"Após operação militar na Venezuela, Trump ameaça atacar a Colômbia",https://www.metropoles.com/mundo/apos-venezuela-trump-ameaca-atacar-a-colombia,1/5/26,metropoles.com,pt,"After military operation in Venezuela, Trump threatens to attack Colombia",negative,0.7863,1,3,0,1,0,1,0,0
Latin_America,Entenda situação dos clubes da Venezuela após ataque dos EUA,https://www.metropoles.com/esportes/entenda-situacao-dos-clubes-da-venezuela-apos-ataque-dos-eua,1/5/26,metropoles.com,pt,Understand the situation of Venezuelan clubs after the US attack,negative,0.5732,1,1,0,0,0,0,0,0
Latin_America,"""Em princípio"" Exército não reforça fronteira entre Brasil e Venezuela",https://www.metropoles.com/brasil/em-principio-exercito-nao-reforca-fronteira-entre-brasil-e-venezuela,1/5/26,metropoles.com,pt,"""In principle"" the Army does not reinforce the border between Brazil and Venezuela",neutral,0.5151,0,0,0,0,0,0,0,0
Latin_America,Colômbia: Petro reage a ameaças de Trump após ataque à Venezuela,https://www.metropoles.com/mundo/colombia-petro-reage-a-ameacas-de-trump-apos-ataque-a-venezuela,1/5/26,metropoles.com,pt,Colombia: Petro reacts to Trump's threats after attack on Venezuela,negative,0.7167,1,1,0,0,0,1,0,0
Latin_America,"Apesar de ""química"", governo teme dedo de Trump nas eleições do Brasil",https://www.metropoles.com/brasil/apesar-de-quimica-governo-teme-dedo-de-trump-nas-eleicoes-do-brasil,1/6/26,metropoles.com,pt,"Despite ""chemistry"", government fears Trump's hand in Brazil's elections",neutral,0.5177,0,1,0,0,0,1,0,0
Latin_America,"Paraguay, la economía que más creció en Suramérica en las últimas seis décadas",https://www.larepublica.co/globoeconomia/paraguay-la-economia-que-mas-crecio-en-sudamerica-en-las-ultimas-seis-decadas-4317339,1/2/26,larepublica.co,es,"Paraguay, the economy that grew the most in South America in the last six decades",positive,0.4773,0,0,0,1,0,0,0,0
Latin_America,﻿Trump dice que “Cuba no podrá sobrevivir” tras ordenar nuevas sanciones,https://esdiario.com.mx/trump-dice-que-cuba-no-podra-sobrevivir-tras-ordenar-nuevas-sanciones/,1/7/26,esdiario.com.mx,es,Trump says “Cuba will not be able to survive” after ordering new sanctions,negative,0.7739,0,0,0,0,0,1,0,0
Latin_America,﻿Trump dice que volvió a hablar con Machado,https://esdiario.com.mx/trump-dice-que-volvio-a-hablar-con-machado/,1/4/26,esdiario.com.mx,es,Trump says he spoke to Machado again,neutral,0.6795,0,0,0,0,0,1,0,0
Latin_America,"6 em cada 10 eleitores dos EUA dizem que Trump foca as políticas erradas, aponta pesquisa",https://www1.folha.uol.com.br/mundo/2026/01/6-em-cada-10-eleitores-dos-eua-dizem-que-trump-foca-as-politicas-erradas-aponta-pesquisa.shtml,1/6/26,uol.com.br,pt,"6 in 10 US voters say Trump focuses on the wrong policies, survey finds",negative,0.679,0,0,0,0,0,1,0,0
Latin_America,﻿Wall Street repunta con fuerza ante menor preocupación sobre Trump y Groenlandia,https://esdiario.com.mx/wall-street-repunta-con-fuerza-ante-menor-preocupacion-sobre-trump-y-groenlandia/,1/5/26,esdiario.com.mx,es,"Wall Street rebounds strongly as concerns over Trump, Greenland ease",neutral,0.5276,0,0,0,0,0,1,0,0
Latin_America,"EE.UU. manejará el 12,7% del petróleo de Venezuela, ¿qué busca Trump?",https://www.elcolombiano.com/internacional/petroleo-venezuela-eeuu-control-12-por-ciento-produccion-anual-GG32344435,1/7/26,elcolombiano.com,es,"The US will manage 12.7% of Venezuela's oil, what is Trump looking for?",neutral,0.7437,0,0,0,1,0,1,0,0
Latin_America,Transição pactuada – CartaCapital,https://www.cartacapital.com.br/opiniao/transicao-pactuada/#comment-14666,1/8/26,cartacapital.com.br,pt,Transition agreed – CartaCapital,neutral,0.8174,0,0,0,1,0,0,0,0
Latin_America,"TRUMP, MADURO Y EL COLAPSO DEL DERECHO INTERNACIONAL",https://noticias.perfil.com/noticias/espacio-no-editorial/trump-maduro-y-el-colapso-del-derecho-internacional.phtml,1/6/26,perfil.com,en,"TRUMP, MADURO Y EL COLAPSO DEL DERECHO INTERNACIONAL",negative,0.7445,0,0,0,0,0,1,0,0
Latin_America,"Internacionales | Tras las amenazas a Colombia, Trump habló con Petro y lo invitó a Estados Unidos",https://www.lapampadiaxdia.com.ar/2026/01/internacionales-_0296497295.html,1/10/26,lapampadiaxdia.com.ar,es,"International | After the threats to Colombia, Trump spoke with Petro and invited him to the United States",neutral,0.5979,0,0,0,1,0,1,0,0
Latin_America,Risco existencial – CartaCapital,https://www.cartacapital.com.br/opiniao/risco-existencial/#comment-14655,1/8/26,cartacapital.com.br,ca,Risco existencial – CartaCapital,negative,0.7873,0,0,0,0,0,0,0,0
Latin_America,Patriotas às avessas – CartaCapital,https://www.cartacapital.com.br/mundo/patriotas-as-avessas/#comment-14654,1/8/26,cartacapital.com.br,ca,Patriotas às avessas – CartaCapital,neutral,0.5602,0,0,0,0,0,0,0,0
Latin_America,El difícil equilibrio político para Petro tras el espaldarazo de Trump,https://elpais.com/america-colombia/2026-01-10/el-dificil-equilibrio-politico-para-petro-tras-el-espaldarazo-de-trump.html,1/10/26,elpais.com,es,The difficult political balance for Petro after Trump's support,negative,0.7907,0,1,0,0,0,1,0,0
Latin_America,"Trump ya no comunica, ahora golpea (entiendase)...",https://vanguardia.com.mx/opinion/trump-ya-no-comunica-ahora-golpea-entiendase-GI18899429,1/10/26,vanguardia.com.mx,es,"Trump no longer communicates, now he hits (understand)...",negative,0.6428,0,0,0,0,0,1,0,0
Latin_America,"Donde aprieta, no chorrea: Trump y la polÃ­tica expansionista",https://vanguardia.com.mx/opinion/donde-aprieta-no-chorrea-trump-y-la-politica-expansionista-BI18898018,1/10/26,vanguardia.com.mx,es,"Where it squeezes, it doesn't drip: Trump and expansionist policy",negative,0.6531,0,0,0,1,0,1,0,0
Latin_America,Desinflan petroleras entusiasmo de Trump,https://www.laprensa.mx/notas.asp?id=794047,1/10/26,laprensa.mx,es,Oil companies deflate Trump's enthusiasm,negative,0.6893,1,0,1,0,1,2,0,1
Latin_America,El gran garrote del siglo XXI,https://www.anred.org/el-gran-garrote-del-siglo-xxi/?utm_source=rss&utm_medium=rss&utm_campaign=el-gran-garrote-del-siglo-xxi,1/10/26,anred.org,es,The big stick of the 21st century,positive,0.7369,0,0,0,0,0,0,0,0
Latin_America,Alto el fuego en Gaza: Donald Trump presiona para convocar al consejo de paz ante las dudas de Israel y Hamas,https://tn.com.ar/internacional/2026/01/04/alto-el-fuego-en-gaza-pese-a-la-presion-de-donald-trump-la-segunda-fase-de-la-tregua-esta-cada-vez-mas-lejos/,1/4/26,tn.com.ar,es,Ceasefire in Gaza: Donald Trump pushes to convene the peace council due to doubts from Israel and Hamas,negative,0.5637,0,0,1,2,0,1,0,2
Latin_America,Partido Missão quer métodos de Moraes contra crime organizado,https://www.gazetadopovo.com.br/eleicoes/2026/partido-missao-quer-usar-metodos-de-moraes-em-guerra-contra-o-crime-organizado/,1/10/26,gazetadopovo.com.br,pt,Mission Party wants Moraes' methods against organized crime,neutral,0.4894,1,0,0,0,0,0,0,0
Latin_America,El Gobierno de Trump alerta que grupos armados chavistas están persiguiendo a estadounidenses en Venezuela,https://infosanpedro.com.ar/el-gobierno-de-trump-alerta-que-grupos-armados-chavistas-estan-persiguiendo-a-estadounidenses-en-venezuela/,1/10/26,infosanpedro.com.ar,es,The Trump Government warns that Chavista armed groups are persecuting Americans in Venezuela,negative,0.7393,1,2,0,0,0,1,0,0
Latin_America,El fracaso estratégico de Trump en Venezuela,https://www.elfinanciero.com.mx/opinion/enrique-quintana/2026/01/10/el-fracaso-estrategico-de-trump-en-venezuela/,1/10/26,elfinanciero.com.mx,es,Trump's strategic failure in Venezuela,negative,0.9254,0,1,0,0,1,1,1,0
Latin_America,Nicaragua también cede ante Trump: Anuncia que liberará a presos políticos tras presiones de EU,https://www.elfinanciero.com.mx/mundo/2026/01/10/nicaragua-tambien-cede-ante-trump-anuncia-que-liberara-a-presos-politicos-tras-presiones-de-eu/,1/10/26,elfinanciero.com.mx,es,Nicaragua also gives in to Trump: It announces that it will release political prisoners after pressure from the US,neutral,0.4375,0,0,0,0,0,1,0,0
Latin_America,"No tan rápido, Trump: Instituto Nobel advierte a Corina Machado que no puede compartir su premio",https://www.elfinanciero.com.mx/mundo/2026/01/10/no-tan-rapido-trump-instituto-nobel-advierte-a-corina-machado-que-no-puede-compartir-su-premio/,1/10/26,elfinanciero.com.mx,es,"Not so fast, Trump: Nobel Institute warns Corina Machado that she cannot share her prize",negative,0.7548,0,0,1,2,0,1,0,1
Latin_America,‘Las crisis no se resuelven erosionando las reglas’: presidente de la Andi,https://www.eltiempo.com/economia/sectores/las-crisis-no-se-resuelven-erosionando-las-reglas-3523439,1/10/26,eltiempo.com,es,'Crises are not resolved by eroding the rules': president of Andi,negative,0.6235,0,0,0,1,0,0,0,0
Latin_America,Análisis de Ricardo Ávila,https://www.eltiempo.com/economia/sectores/pelea-de-gigantes-analisis-de-ricardo-avila-3523435,1/10/26,eltiempo.com,pt,Analysis by Ricardo Ávila,neutral,0.6731,0,0,0,0,0,0,0,0
Latin_America,Candidatos entran a nueva fase de sus campañas con miras a las consultas interpartidistas: así está el pulso,https://www.eltiempo.com/politica/elecciones-colombia-2026/candidatos-entran-a-nueva-fase-de-sus-campanas-con-miras-a-las-consultas-interpartidistas-asi-esta-el-pulso-3523353,1/10/26,eltiempo.com,es,Candidates enter a new phase of their campaigns with a view to interparty consultations: this is the pulse,neutral,0.6162,0,0,0,0,0,0,0,0
Latin_America,¿Quiénes serán los nuevos presidentes de las altas Cortes este 2026? / En Secreto,https://www.eltiempo.com/politica/partidos-politicos/quienes-seran-los-nuevos-presidentes-de-las-altas-cortes-este-2026-en-secreto-3523397,1/10/26,eltiempo.com,es,Who will be the new presidents of the High Courts this 2026? / In secret,neutral,0.8544,0,0,0,1,0,0,0,0
Latin_America,El Gobierno de Trump alerta que grupos armados chavistas están persiguiendo a estadounidenses en Venezuela,https://www.radioaoran.com.ar/el-gobierno-de-trump-alerta-que-grupos-armados-chavistas-estan-persiguiendo-a-estadounidenses-en-venezuela/,1/10/26,radioaoran.com.ar,es,The Trump Government warns that Chavista armed groups are persecuting Americans in Venezuela,negative,0.7393,1,2,0,0,0,1,0,0
Latin_America,EE. UU. impone un tutelaje sobre Venezuela con miras a lograr la transición: ¿funcionará el experimento geopolítico que puede redefinir la región?,https://www.eltiempo.com/mundo/eeuu-y-canada/ee-uu-impone-un-tutelaje-sobre-venezuela-con-miras-a-lograr-la-transicion-funcionara-el-experimento-geopolitico-que-puede-redefinir-la-region-3523232,1/10/26,eltiempo.com,es,The US imposes tutelage on Venezuela with a view to achieving the transition: will the geopolitical experiment that can redefine the region work?,neutral,0.5427,0,0,0,1,0,1,0,1
Latin_America,"Trump amenaza con tomar Groenlandia ""por las malas""",https://www.yucatan.com.mx/mundo/2026/01/10/trump-amenaza-con-tomar-groenlandia-por-las-malas.html,1/10/26,yucatan.com.mx,es,"Trump threatens to take Greenland ""the hard way""",negative,0.7764,0,0,0,0,0,1,0,0
Latin_America,Donald Trump afirma que Venezuela inició 'a lo grande' la liberación de presos políticos y les pide no olvidar la intervención de Estados Unidos,https://www.eltiempo.com/mundo/eeuu-y-canada/donald-trump-afirma-que-venezuela-inicio-a-lo-grande-la-liberacion-de-presos-politicos-y-les-pide-no-olvidar-la-intervencion-de-estados-unidos-3523433,1/10/26,eltiempo.com,es,Donald Trump affirms that Venezuela began the release of political prisoners 'in a big way' and asks them not to forget the intervention of the United States,positive,0.4987,0,0,0,1,1,1,0,0
Latin_America,El hijo de Maduro compartió el primer mensaje de su padre desde la cárcel: “Estamos bien”,https://tn.com.ar/politica/2026/01/10/el-hijo-de-maduro-compartio-el-primer-mensaje-de-su-padre-desde-la-carcel-estamos-bien/,1/10/26,tn.com.ar,es,Maduro's son shared his father's first message from prison: “We are fine”,neutral,0.6302,1,1,0,1,1,0,0,0
Latin_America,"Águila, jaguar y tigre",https://www.eltiempo.com/opinion/columnistas/aguila-jaguar-y-tigre-3523421,1/10/26,eltiempo.com,es,"Eagle, jaguar and tiger",neutral,0.6917,0,0,0,1,0,0,0,0
Latin_America,¿Jaguar engaña al águila?,https://www.eltiempo.com/opinion/columnistas/jaguar-engana-al-aguila-3523424,1/10/26,eltiempo.com,es,Jaguar deceives the eagle?,negative,0.4927,0,0,0,1,0,0,0,0
Latin_America,El Gobierno de Trump alerta que grupos armados chavistas están persiguiendo a estadounidenses en Venezuela,https://fmcompromiso.com.ar/el-gobierno-de-trump-alerta-que-grupos-armados-chavistas-estan-persiguiendo-a-estadounidenses-en-venezuela/,1/10/26,fmcompromiso.com.ar,es,The Trump Government warns that Chavista armed groups are persecuting Americans in Venezuela,negative,0.7393,1,2,0,0,0,1,0,0
Latin_America,La malsana ausencia de hipocresía,https://www.eltiempo.com/opinion/columnistas/la-malsana-ausencia-de-hipocresia-3523422,1/10/26,eltiempo.com,ca,La malsana ausencia de hipocresía,negative,0.9446,0,0,0,0,0,0,0,0
Latin_America,Transición en Venezuela,https://www.eltiempo.com/opinion/editorial/transicion-en-venezuela-3523415,1/10/26,eltiempo.com,es,Transition in Venezuela,neutral,0.5459,0,0,0,0,0,0,0,0
Latin_America,Gobernador de Antioquia hace el balance del 2025: 'Nos costará mucho volver a una situación donde no sean los bandidos los que impongan la agenda',https://www.eltiempo.com/colombia/medellin/entrevista-gobernador-de-antioquia-hace-el-balance-del-2025-y-lo-que-espera-para-3520881,1/10/26,eltiempo.com,es,Governor of Antioquia takes stock of 2025: 'It will be very difficult for us to return to a situation where the bandits are not the ones who impose the agenda',negative,0.6565,0,1,0,1,0,0,0,0
Latin_America,De cirugía a tragicomedia,https://www.eltiempo.com/opinion/columnistas/de-cirugia-a-tragicomedia-3523419,1/10/26,eltiempo.com,es,From surgery to tragicomedy,neutral,0.6057,0,1,0,0,1,0,0,0
Latin_America,Mindefensa revela los coletazos en materia de seguridad para Colombia con la presencia indefinida de EE. UU. en Venezuela,https://www.eltiempo.com/justicia/conflicto-y-narcotrafico/mindefensa-revela-los-coletazos-en-materia-de-seguridad-para-colombia-con-la-presencia-indefinida-de-ee-uu-en-venezuela-3523340,1/10/26,eltiempo.com,es,Mindefensa reveals the blows in terms of security for Colombia with the indefinite presence of the US in Venezuela,negative,0.8438,0,0,0,0,0,0,0,0
Latin_America,"Eln, frontera y elecciones: los efectos en Colombia del quiebre del régimen chavista en Venezuela",https://www.eltiempo.com/justicia/conflicto-y-narcotrafico/eln-frontera-y-elecciones-los-efectos-en-colombia-del-quiebre-del-regimen-chavista-en-venezuela-3523336,1/10/26,eltiempo.com,es,"ELN, border and elections: the effects in Colombia of the break of the Chavista regime in Venezuela",negative,0.7727,0,0,0,0,0,1,0,0
Latin_America,"Nicaragua excarcela a ""decenas"" de presos en medio de presiones de Estados Unidos",https://www.larepublica.co/globoeconomia/nicaragua-excarcela-a-decenas-de-presos-en-medio-de-presiones-de-estados-unidos-4303842,1/10/26,larepublica.co,es,"Nicaragua releases ""dozens"" of prisoners amid pressure from the United States",negative,0.7966,0,0,0,1,0,0,0,0
Latin_America,Gustavo Petro y Donald Trump entran en tregua con primera cita a la vista: lo que está en juego entre Bogotá y Washington,https://www.eltiempo.com/politica/gobierno/gustavo-petro-y-donald-trump-entran-en-tregua-con-primera-cita-a-la-vista-lo-que-esta-en-juego-entre-bogota-y-washington-3523349,1/10/26,eltiempo.com,es,Gustavo Petro and Donald Trump enter a truce with first date in sight: what is at stake between Bogotá and Washington,negative,0.6807,0,0,1,1,0,1,0,0
Latin_America,Como avanço da direita na América Latina pode ajudar Venezuela,https://www.gazetadopovo.com.br/mundo/como-avanco-direita-america-latina-pode-contribuir-reconstrucao-venezuela/,1/10/26,gazetadopovo.com.br,pt,How the advance of the right in Latin America can help Venezuela,positive,0.5097,0,1,1,0,0,1,0,1
Latin_America,‘Con Estados Unidos compartimos el interés por el bienestar del pueblo venezolano’: canciller Rosa Villavicencio,https://www.eltiempo.com/politica/gobierno/con-estados-unidos-compartimos-el-interes-por-el-bienestar-del-pueblo-venezolano-canciller-rosa-villavicencio-3523358,1/10/26,eltiempo.com,es,'With the United States we share interest in the well-being of the Venezuelan people': Foreign Minister Rosa Villavicencio,positive,0.4951,0,0,1,2,0,0,0,1
Latin_America,Nobel nega possibilidade de entrega do Prêmio da Paz a Trump,https://www.gazetadopovo.com.br/mundo/nobel-nega-possibilidade-de-entrega-do-premio-da-paz-a-trump-apos-sugestao-de-maria-corina/,1/10/26,gazetadopovo.com.br,pt,Nobel denies the possibility of awarding the Peace Prize to Trump,neutral,0.7694,0,0,1,1,0,1,0,2
Latin_America,"‘Aspiramos a que Maduro enfrente condena de cadena perpetua por actos de tortura’: Kelvi Zambrano, sobre el nuevo proceso presentado en EE. UU.",https://www.eltiempo.com/mundo/venezuela/aspiramos-a-que-maduro-enfrente-condena-de-cadena-perpetua-por-actos-de-tortura-el-nuevo-proceso-presentado-en-estados-unidos-contra-el-chavista-3523204,1/10/26,eltiempo.com,es,"'We hope that Maduro faces a life sentence for acts of torture': Kelvi Zambrano, on the new process presented in the US.",neutral,0.6627,2,2,1,1,2,1,2,3
Latin_America,El orden mundial hobbesiano de Donald Trump,https://www.eltiempo.com/mundo/eeuu-y-canada/el-orden-mundial-hobbesiano-de-donald-trump-3523320,1/10/26,eltiempo.com,es,Donald Trump's Hobbesian world order,negative,0.5099,0,0,0,0,0,1,0,0
Latin_America,Nicaragua excarcela a presos políticos en aniversario del Gobierno ante presión de Trump,https://urgente24.com/mundo/nicaragua-excarcela-presos-politicos-aniversario-del-gobierno-presion-trump-n616785,1/10/26,urgente24.com,es,Nicaragua releases political prisoners on the anniversary of the Government under pressure from Trump,negative,0.862,0,1,0,0,0,1,0,0
Latin_America,Cuatro conceptos claves para entender el pensamiento y las acciones de Donald Trump en la región,https://www.eltiempo.com/mundo/eeuu-y-canada/cuatro-conceptos-claves-para-entender-el-pensamiento-y-las-acciones-de-donald-trump-en-la-region-3523330,1/10/26,eltiempo.com,es,Four key concepts to understand Donald Trump's thoughts and actions in the region,neutral,0.6946,0,0,0,0,0,1,0,0
Latin_America,"‘La Casa Blanca debería priorizar ser vista como un socio, no como amenaza’",https://www.eltiempo.com/mundo/eeuu-y-canada/la-casa-blanca-deberia-priorizar-ser-vista-como-un-socio-no-como-amenaza-3523323,1/10/26,eltiempo.com,es,"'The White House should prioritize being seen as a partner, not a threat'",neutral,0.5914,1,1,1,1,0,0,0,1
Latin_America,Trump afirma que “todos van a estar felices” con la transición en Venezuela tras la captura de Maduro,https://www.hsbnoticias.com/trump-afirma-que-todos-van-a-estar-felices-con-la-transicion-en-venezuela-tras-la-captura-de-maduro/,1/10/26,hsbnoticias.com,es,Trump affirms that “everyone is going to be happy” with the transition in Venezuela after the capture of Maduro,positive,0.5889,0,0,1,1,0,1,0,1
Latin_America,"Trump gira roleta de regime na Venezuela e quer GroenlÃ¢ndia, diz Ian Bremmer",https://www1.folha.uol.com.br/ilustrissima/2026/01/trump-gira-roleta-de-regime-na-venezuela-e-quer-groenlandia-diz-ian-bremmer.shtml,1/10/26,uol.com.br,it,"Trump gira roleta de regime na Venezuela e quer GroenlÃ¢ndia, diz Ian Bremmer",negative,0.5391,0,0,0,0,0,1,0,0
Latin_America,"O Brasil não tem jeito', escreve leitor sobre retorno de Eduardo Cunha à política",https://www1.folha.uol.com.br/paineldoleitor/2026/01/o-brasil-nao-tem-jeito-escreve-leitor-sobre-retorno-de-eduardo-cunha-a-politica.shtml,1/10/26,uol.com.br,pt,"Brazil has no way', writes reader about Eduardo Cunha's return to politics",neutral,0.516,1,0,0,0,0,0,0,0
Latin_America,"Temos que investir no nosso reforço militar', diz leitor sobre ataques de Trump na Venezuela",https://www1.folha.uol.com.br/paineldoleitor/2026/01/temos-que-investir-no-nosso-reforco-militar-diz-leitor-sobre-acoes-de-trump-na-venezuela.shtml,1/10/26,uol.com.br,pt,"We have to invest in our military reinforcement', says reader about Trump's attacks in Venezuela",neutral,0.5031,0,1,0,1,0,1,0,0
Latin_America,Nicarágua liberta pessoas presas por comemorarem captura de Maduro,https://www.metropoles.com/mundo/nicaragua-liberta-pessoas-presas-por-comemorarem-captura-de-maduro,1/10/26,metropoles.com,pt,Nicaragua releases people arrested for celebrating Maduro's capture,negative,0.5351,0,0,1,0,0,0,0,1
Latin_America,Petro revela cuál será el regalo que le llevará a Trump en su visita a la Casa Blanca,https://eltabloide.com.co/mas/actualidad/petro-revela-cual-sera-el-regalo-que-le-llevara-a-trump-en-su-visita-a-la-casa-blanca/,1/10/26,eltabloide.com.co,es,Petro reveals what gift he will bring to Trump during his visit to the White House,neutral,0.7486,0,0,2,1,0,2,0,2
Latin_America,"VÍDEO: Jornal Anhanguera 2ª Edição-TO de sábado, 10 de janeiro de 2026",https://g1.globo.com/to/tocantins/edicao/2026/01/10/video-jornal-anhanguera-2-edicao-to-de-sabado-10-de-janeiro-de-2026.ghtml,1/10/26,globo.com,pt,"VIDEO: Jornal Anhanguera 2nd Edition-TO of Saturday, January 10, 2026",neutral,0.9305,0,0,0,0,0,0,0,1
Latin_America,Sylvia Colombo: Venezuela tem disputa Team Delcy contra Team Cabello,https://www1.folha.uol.com.br/colunas/sylvia-colombo/2026/01/venezuela-tem-disputa-team-delcy-contra-team-cabello.shtml,1/10/26,uol.com.br,es,Sylvia Colombo: Venezuela has Team Delcy dispute against Team Cabello,neutral,0.9083,1,0,0,2,0,0,0,0
Latin_America,PT tenta usar crise na Venezuela contra a direita e reaviva divisÃµes internas,https://www1.folha.uol.com.br/poder/2026/01/pt-tenta-usar-crise-na-venezuela-contra-a-direita-e-reaviva-divisoes-internas.shtml,1/10/26,uol.com.br,it,PT tenta usar crise na Venezuela contra a direita e reaviva divisÃµes internas,negative,0.8232,0,0,0,0,0,0,0,0
Latin_America,Elio Gaspari: Uma das acusações contra Maduro era piada pronta,https://www1.folha.uol.com.br/colunas/eliogaspari/2026/01/uma-das-acusacoes-contra-maduro-era-piada-pronta.shtml,1/10/26,uol.com.br,pt,Elio Gaspari: One of the accusations against Maduro was a ready joke,negative,0.6933,0,0,0,0,0,0,0,1
Latin_America,"'Estoy pasando por el mejor momento de mi carrera, de mi vida': la última entrevista de Yeison Jiménez con EL TIEMPO",https://www.eltiempo.com/cultura/musica-y-libros/estoy-pasando-por-el-mejor-momento-de-mi-carrera-de-mi-vida-la-ultima-entrevista-de-yeison-jimenez-con-el-tiempo-3475403,1/10/26,eltiempo.com,es,"'I am going through the best moment of my career, of my life': Yeison Jiménez's last interview with EL TIEMPO",positive,0.8992,0,0,0,0,0,0,0,1
